가맹점명,소재지도로명주소,카테고리,메뉴
봉추찜닭 발산마곡점,서울특별시 강서구 마곡중앙6로 16,찜닭,"봉추찜닭 小 반마리 (2인): 뼈찜닭, 국내산 닭고기 약600g; 봉추찜닭 中 한마리 (3인): 뼈찜닭, 국내산닭고기 약1,200g; 봉추찜닭 大 한마리반 (4인): 뼈찜닭, 국내산닭고기 약1,800g; 봉추찜닭小 반마리(2인)+ 치즈: 뼈찜닭, 국내산 닭고기 약600g(모짜렐라+체다치즈); 봉추찜닭中한마리(3인)+ 치즈: 뼈찜닭, 국내산닭고기 약 1,200g(모짜렐라+체다치즈)"
울동네뚜부집,서울특별시 강서구 마곡중앙6로 16,,
미스터리치닭갈비(마곡점),서울특별시 강서구 마곡중앙6로 16 (마곡동),,
주식회사비엠케이푸드,서울특별시 강서구 마곡중앙6로 16,,
홍야홍야,서울특별시 강서구 마곡중앙6로 16,,
(유)아웃백스테이크하우스코리아공항점,서울특별시 강서구 마곡중앙6로 16,,
(허브인토마토)Herb in Tomato,서울특별시 강서구 마곡중앙6로 16,"스파게티,파스타전문",
고향옥얼큰순대국 마곡역점,서울특별시 강서구 마곡중앙6로 16,,
엄마손 식당,서울특별시 강서구 마곡중앙6로 16,,
할리스코(Jalisco),서울특별시 강서구 마곡중앙6로 16,"멕시코,남미음식",
흥난상회,서울특별시 강서구 마곡중앙6로 16,,
신안동장,서울특별시 마포구 성미산로 98,중식당,"[주문율1위] 탕짜면: 9,000원; [hot 인기메뉴] 짜장면: 7,000원; [고민될땐] 짬짜면: 8,000원; [해장1등] 짬뽕: 8,000원; [재주문많은] 탕짬면: 9,000원"
신안밥상,서울특별시 마포구 월드컵로 235,,
신야텐야 상암DMC점,서울특별시 마포구 월드컵북로 381,일식당,
신야텐야 홍대상수역점,서울특별시 마포구 독막로 97,일식당,
신야텐야합정교보문고점,서울특별시 마포구 월드컵로1길 14,일식당,
신여사 뼈해장국,서울특별시 마포구 성미산로 73,해장국,
신원복집,서울특별시 마포구 홍익로 29,,
신의주순대쭈꾸미 망원점,서울특별시 마포구 월드컵로13길 29,"순대,순댓국",
신의주찹쌀순대,서울특별시 마포구 양화로 124,,
신의주찹쌀순대 이대역점,서울특별시 마포구 신촌로 190,"순대,순댓국",
신전떡볶이,서울특별시 마포구 월드컵북로38길 45,,
신전떡볶이 마포서강대점,서울특별시 마포구 숭문길 98,분식,"신전떡볶이: 4,000원; 로제떡볶이: 6,000원; 치즈떡볶이: 6,000원; 모둠튀김: 오뎅3 + 만두3 + 김말이2 + 잡채말이2; 신전치즈김밥: 4,000원"
신진도간장게장,서울특별시 마포구 월드컵북로2길 41,,
신진방아간,서울특별시 마포구 홍익로3길 20,,
신참떡볶이 대흥역점,서울특별시 마포구 백범로 127-22,,
신촌귀일만두,서울특별시 마포구 신촌로 108,만두,
신촌떡볶킹,서울특별시 마포구 와우산로29길 4-30,,
신촌맛집,서울특별시 마포구 대흥로20길 10,,
신촌서서갈비,서울특별시 마포구 서강로20길 11,,
신촌소갈비,서울특별시 마포구 서강로 126-1,,
신촌식당,서울특별시 마포구 마포대로14길 16,,
신촌일번지,서울특별시 마포구 신촌로 84,,
업투미(up to me),서울특별시 마포구 성미산로29길 29-9,양식,
엉터리생고기,서울특별시 마포구 토정로 170,,
엉터리생고기 (홍대점),서울특별시 마포구 어울마당로 118,,
엉터리해장국마포구청역점,서울특별시 마포구 월드컵로30길 6,해장국,
에그드랍 마포역점,서울특별시 마포구 마포대로 68,샌드위치,
에그드랍 상수역점,서울특별시 마포구 독막로 77,샌드위치,
김호두,서울특별시 강서구 공항대로 261,,
명량간장게장 (주)마곡점,서울특별시 강서구 공항대로 261,,
지에스(GS)25 발산파크점,서울특별시 강서구 공항대로 261,,
커프앤블랭크,서울특별시 강서구 공항대로 261,"카페,디저트",
늘솜,서울특별시 강서구 공항대로8길 42 (공항동),,
차이나 웍,서울특별시 강서구 강서로54길 27,,
씨유(CU)발산센터점,서울특별시 강서구 강서로54길 27,편의점,
하서랑만두국수,서울특별시 강서구 공항대로 140,국수,"비빔 만두세트(국수+만두4개): (1인 추천메뉴) 국수와 만두를 동시에^^; 잔치만두세트(국수+만두4개): 군만두 또는 찐만두 선택 가능; 군만두: 6,000원; 잔치국수: 6,000원; 비빔국수: 7,000원; 콩나물비빔밥: 7,000원; 떡만두국: 8,000원; 하서랑 만두: 6,000원; 사이다,콜라: 2,000원; 콩국수(여름): 8,000원"
국민고기,서울특별시 강서구 공항대로 140,돼지고기구이,"숙성삼겹살 (200g): 품질좋은 국내산 한돈을 300시간 이상 저온숙성한 고소한 맛 일품인 삼겹살; 숙성목살 (200g): 품질좋은 국내산 한돈을 300시간 이상 저온숙성한 육즙 가득인 목살; 삼겹두루치기 (2인분): 숙성삼겹살을 수제양념과 여러재료를 넣고 볶아낸 두루치기; 국민오뎅탕: 다양한 식감을 즐길수 있는 여러 종류의 오뎅이 들어간 오뎅탕; 국민조개탕: 강서수산시장에서 직접 공수해서 끓이는 시원하고 칼칼한 조개탕; 차돌된장술밥: 직접끓인 육수에 구수한 된장과 차돌박이까지 들어간 된장술밥; 잔치국수: 잘 삶은 소면과 직접끓인 육수의 깊은 국물맛인 잔치국수; 비빔국수: 매콤, 새콤, 달콤한 맛에 좋은 참기름 향까지 조화로운 비빔국수; 주먹밥: 알밥단무지와 김가루가 베이스인 주먹밥; 볶음밥: 고기집에서 후식으로 빠질수 없는 볶음밥; 레몬하이볼: 짐빔위스키에 3가지 맛(오리지널, 복분자, 얼그레이)으로 나뉜 하이볼; 테라 생맥주: 고기와 함께 즐길수 있는 청량한 테라 생맥주"
이가밀방,서울특별시 강서구 공항대로 140,베이커리,
본우리집밥 서울9호선운영(주),서울특별시 강서구 공항대로 140,,
금손찬,서울특별시 강서구 공항대로 140,반찬가게,
스시곰,서울특별시 강서구 공항대로 140,,
주식회사 코리아세븐 마곡홈앤쇼핑점,서울특별시 강서구 공항대로 140,,
뷰투 베이커리,서울특별시 강서구 공항대로 140,베이커리,
햇빛촌,서울특별시 강서구 공항대로 140,,
풍경김밥,서울특별시 강서구 공항대로 140,,
스타럭스콜드스톤크리머리이대서울병원점,서울특별시 강서구 공항대로45길 101,,
7-11등촌샤르망,서울특별시 강서구 공항대로45길 101,,
삼국지어시장,서울특별시 강서구 강서로54길 17,,
세븐일레븐 등촌스타점,서울특별시 강서구 화곡로 404,편의점,
수보쌈,서울특별시 강서구 공항대로43길 39,한식,보쌈+쟁반막국수(보쌈 싱글 200g): 서비스: 쟁반막국수 +겨자소스 +보쌈김치세트 +콩나물국 +상추 +깻잎 + 쌈장 +새우젓 +마늘 +고추 +음료500ml; 보쌈+쟁반막국수(보쌈 300g (2인)): 서비스: 쟁반막국수 +겨자소스 +보쌈김치세트 +콩나물국 +상추 +깻잎 + 쌈장 +새우젓 +마늘 +고추 +음료500ml; 보쌈+쟁반막국수(보쌈 450g (3인)): 서비스: 쟁반막국수 +겨자소스 +보쌈김치세트 +콩나물국 +상추 +깻잎 + 쌈장 +새우젓 +마늘 +고추 +음료500ml; 보쌈+쟁반막국수(보쌈 600g (4인)): 서비스: 쟁반막국수 +겨자소스 +보쌈김치세트 +콩나물국 +상추 +깻잎 + 쌈장 +새우젓 +마늘 +고추 +음료500ml; [단품]보쌈([단품]보쌈 싱글 200g (1인)): 기본서비스 :보쌈고기+보쌈김치세트+상추 +깻잎 + 쌈장 +새우젓 +마늘 +고추
(주)파리크라상 파스쿠찌 이대서,서울특별시 강서구 공항대로43길 39,,
씨유등촌주공점,서울특별시 강서구 공항대로43길 39 (등촌동),편의점,
이마트24 마곡대방점,서울특별시 강서구 양천로 344 152-2호,편의점,
쥬떼므과자점,서울특별시 강서구 강서로 378,베이커리,
어우동,서울특별시 마포구 성미산로 29-1,,
어제그쭈꾸미 jib,서울특별시 마포구 매봉산로2길 69,주꾸미요리,
어쩌다집 (잇-다),서울특별시 마포구 성미산로31길 14,,
언더덕버거 연남점,서울특별시 마포구 동교로46길 30,,
언스터피(unstuffy),서울특별시 마포구 월드컵로7길 70,,
언제라도 여행,서울특별시 마포구 잔다리로 65,,
얹다,서울특별시 마포구 동교로46길 42-5,"노래,발성,보컬교육",
얼쑤,서울특별시 마포구 어울마당로 136-3,,
얼웨이즈 스프링,서울특별시 마포구 성미산로 190-33,"카페,디저트",
얼웨이즈데얼(얼쓰),서울특별시 마포구 동교로18길 44,,
얼큰이왕냉면,서울특별시 마포구 희우정로 76,,
엄마국밥,서울특별시 마포구 만리재로 14,,
엄마네집밥,서울특별시 마포구 토정로37길 46,,
엄마손,서울특별시 마포구 성미산로 20-1,,
엄마손 쌈밥집,서울특별시 마포구 월드컵로29길 8,,
엄마손닭한마리칼국수,서울특별시 마포구 성암로3길 20,,
엄마손도시락,서울특별시 마포구 백범로20길 12,,
엄마손생선구이,서울특별시 마포구 동교로 24,,
엄마솜씨짱,서울특별시 마포구 대흥로 157,한식,
엄마애밥상,서울특별시 마포구 월드컵북로 133,,
엄마주방풍류,서울특별시 마포구 양화로6길 99-11,"백반,가정식",
엄마찬스,서울특별시 마포구 독막로3길 24-8,,
엄지네,서울특별시 마포구 증산로 87,,
업스테어(UPSTAIR),서울특별시 마포구 와우산로19길 5,,
레스트747,서울특별시 강서구 마곡중앙1로 72,,
GS25 마곡10단지,서울특별시 강서구 마곡중앙1로 72,편의점,
웰빙간식,서울특별시 강서구 마곡중앙1로 72,,
핫브레드발산역점,서울특별시 강서구 공항대로 지하267,,
(주)코리아세븐S발산역점,서울특별시 강서구 공항대로 지하267 (마곡동),,
샐러드박스마곡역점,서울특별시 강서구 공항대로 190,"다이어트,샐러드",
바우식당,서울특별시 강서구 공항대로 190,,
산내들,서울특별시 강서구 공항대로 190,,
복호두 마곡역점,서울특별시 강서구 공항대로 190,호두과자,
천천향마곡점,서울특별시 강서구 공항대로 190,,
민들레식당,서울특별시 강서구 공항대로 190,,
소쿠리갈비,서울특별시 강서구 공항대로 190,정육식당,
망원동티라미슈,서울특별시 강서구 공항대로 190,,
마곡나드리김밥,서울특별시 강서구 강서로56길 64,,
(주)롯데리아TGIF화곡점,서울특별시 강서구 강서로56길 56,,
아이캔커피 마곡점,서울특별시 강서구 강서로56길 56,"카페,디저트",
(주)르마르쉐베이커리,서울특별시 강서구 강서로56길 56,,
뚜레쥬르 곰달래점,서울특별시 강서구 공항대로 186,,
청춘꼬마김밥 마곡역점,서울특별시 강서구 공항대로 186,분식,
어게인리프레쉬(Again Refresh),서울특별시 마포구 독막로19길 42,"다이어트,샐러드","연어 & 아보카도(Salmom & Avocado): SALAD BOWL (샐러드볼) SET 18,000원 가장 인기 있는 아보카도와 연어가 만나 여성들의 입맛을 사로 잡는 샐러드; 비프(Beef): SALAD BOWL (샐러드볼) SET 17,000원 신선한 채소에 들어간 불고기와 계란으로 한끼 든든하게 채우는 샐러드; 아보카도 & 리코타(Avocado & Ricootta): SALAD BOWL (샐러드볼) SET 17,000원 부드러운 리코타치즈가 아보카도를 더욱 더 맛있게!; 연어(Salmom): SALAD BOWL (샐러드볼) SET 16,000원 매일 아침 직접 손질한 신선한 연어로 만든 오랜시간 사랑 받아온 샐러드; 새우(Shrimp): SALAD BOWL (샐러드볼) SET 16,000원 오동통한 새우와 계란이 들어간 든든하고 맛있는 샐러드; 치킨 & 아보카도(Chicken & Avocado): SALAD BOWL (샐러드볼) SET 17,000원 닭가슴살 샐러드가 아보카도와 만나 업그레이드된 프리미엄 닭가슴살 샐러드; 리코타치즈(Ricootta Cheese): SALAD BOWL (샐러드볼) SET 15,000원 신선한 채소에 부드러운 리코타치즈가 듬뿍 들어간 샐러드; 닭가슴살(Chicken Breast): SALAD BOWL (샐러드볼) SET 14,000원 다이어트엔 역시 닭가슴살 샐러드!; 렌틸콩 스프(Lentil Soup): 3,000원; 아보카도 크림치즈 샌드위치(Avocado Crem Cheese Sandwich): 샌드위치(Sandwich) SET 17,000원 Cheese 크림치즈가 아보카도를 더욱 부드럽게! 통통한 새우살이 식감을 더욱더 좋게!; 비프 샌드위치(Beef Sandwich): 샌드위치(Sandwich) SET 17,000원 남녀노소 누구나 좋아하는 든든하고 깔끔하게 맛있는 비프 샌드위치; 흑돼지 제육 볶음밥: 지리산 흑돼지와 특제 고추장소스를 불맛나게 볶아낸 최고 조합; 흑돼지 불고기 볶음밥: 지리산 흑돼지와 특제 간장소스를 불맛나게 볶아낸 최고조합; 목살 스테이크 볶음밥: 육즙가득 목살과 특제간장소스의 감칠맛이 폭발하는 시그니처 볶음밥; 불닭 마요 볶음밥: 불맛나는 닭갈비와 불닭마요소스를 더한 매콤함이 돋보이는 볶음밥"
어리라운지3F,서울특별시 마포구 어울마당로 112-3,,
어머니밥상,서울특별시 마포구 도화4길 27,"백반,가정식","백반: 매일 새벽 직접 반찬과 국을 끓입니다; 누룽지탕: 매장에서 직접 누룽지를 구워 사용합니다; 된장찌개: 7,000원; 순두부찌개: 7,000원; 청국장찌개: 7,000원; 돼지김치찌개: 7,000원; 참치김치찌개: 7,000원; 북어해장국: 7,000원; 밥상특식: 7,500원; 카레덮밥: 7,500원; 해물계란찜: 8,000원; 제육백반: 7,500원; 제육덮밥: 8,000원; 제육돌솥밥: 8,500원; 야채비빔밥: 7,500원"
어머니손맛밥상,서울특별시 마포구 성암로 45,한식,"코다리조림 소(2마리): 27,000원; 코다리조림 중(3마리): 38,000원; 코다리조림 대(4마리): 48,000원; 불맛 제육볶음(1인분): 9,000원; 황태해장국: 9,000원; 김치찌개 (1인분): 8,000원"
어머님 밥상,서울특별시 마포구 와우산로23길 20-30,한식뷔페,한식뷔페: 매일 다른 밥과 반찬과 국으로 건강하고 든든하게 드실 수 있습니다. 연중무휴 06:00~21:00 사랑과 정성 가득한 도시락 어머님만찬 전화주문 010-9806-6811
어묵나라,서울특별시 마포구 백범로 지하 200,"오뎅,꼬치","부산어묵: 1,000원; 쌀떡볶이: 3,500원; 찰순대: 3,500원; 컵떡볶이: 1,500원; 순대꼬치: 1,500원; 야채오징어: 2,000원; 매운오징어: 2,000원; 까망베르치즈: 2,000원; 어니언모짜렐라치즈: 2,000원; 야채토스트: 2,000원"
어반플랜트,서울특별시 마포구 독막로4길 3,전문디자인,
어부네,서울특별시 마포구 토정로31길 23,생선회,"🦀꽃게찜🦀: 가을 숫꽃게찜 시작했습니다!; 🦀꽃게 해물칼국수: 12,000원; 활어회덮밥: 15,000원; 막회: 50,000원; 생우럭 매운탕(지리)小: 50,000원; 생우럭 매운탕(지리)中: 60,000원; 생우럭 매운탕(지리)大: 70,000원; 조개찜小: 60,000원; 조개찜中: 70,000원; 조개찜大: 80,000원; 광어/우럭 2인: 80,000원; 광어/우럭 3인: 110,000원; 광어/우럭 4인: 130,000원; 농어 2인: 110,000원; 농어 3인: 130,000원"
어사출또 합정역점,서울특별시 마포구 양화로6길 18,생선회,"광어: 17,000원; 우럭: 19,000원; 연어: 25,000원; 농어: 45,000원; 도다리: 35,000원"
